source_id,path,granularity,row_count,key_fields,atlas_join_status,join_reason,dimensions_available,scientific_status,confound_status,row_count_status,schema_fields,sha256
champion_README_md,champion/evidence/README.md,evidence_narrative,51,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,registered_predictions|mechanism_interpretation|negative_results,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,77e1876863b958fb7b5d28ec939758c58467595ba2535e15b888320880ceaf97
champion_champion-one-organ-theory-2026-06-14_md,champion/evidence/champion-one-organ-theory-2026-06-14.md,evidence_narrative,137,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,registered_predictions|mechanism_interpretation|negative_results,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,a2ac7b25ea6ba3fa09ba6e7807146d1e66c2bbfc88e3bd593b970e8453e7ce53
champion_handoff-2026-06-14-jud-vocab-and-fable-words_md,champion/evidence/handoff-2026-06-14-jud-vocab-and-fable-words.md,evidence_narrative,201,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,registered_predictions|mechanism_interpretation|negative_results,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,3379778d7fc6e4805ca0059b8e8a2505255e4d6bfe484d5ed31d2210b754f731
champion_jud_demo_manifest_json,champion/evidence/jud_demo/manifest.json,artifact_manifest,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,corpus_provenance|artifact_scope,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,belief_ckpt|best_position_id|bid_value|defense_bin|n_bins|n_candidates_scanned|n_usable|offense_bin|oracle_ckpt|pdf_axis_note|positions|ranking,eaca4d537adcea94d24be4e4d22dc7cd38041376a4c8eeb16f163960e5dec412
champion_jud_v0_ab_a2_pass_summary_json,champion/evidence/jud_v0/ab_a2_pass_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,d8ec4d9b2f7e4bac02a0805f7d34fc5c4fd871708d8f86a45f104dd718ec24b4
champion_jud_v0_ab_a2_rerun_r4_summary_json,champion/evidence/jud_v0/ab_a2_rerun_r4_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,f9dd6146b8c23817a670538b263dfdb1685db698a9f2d0c1e0388f839c7d8faa
champion_jud_v0_ab_canonical_r4_summary_json,champion/evidence/jud_v0/ab_canonical_r4_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,3b6a7627d27665a67bbdc88e709f26c85b65114bec715037cbbd504ff78b9469
champion_jud_v0_ab_definitive_512_r12_summary_json,champion/evidence/jud_v0/ab_definitive_512_r12_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,a49659eea15ff6fcad813a40ca098596b961effa7ea2d7628701da72db16fa3e
champion_jud_v0_ab_definitive_512_r4_summary_json,champion/evidence/jud_v0/ab_definitive_512_r4_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,de35c175732cee9d81b16fb925977079243672b884a325a48b07e549f6e89780
champion_jud_v0_ab_definitive_512_r8_summary_json,champion/evidence/jud_v0/ab_definitive_512_r8_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,923786125ee5d44410f4a5b8715a4c56c2ec26a8a14ea71b8dda81ec6512f6ff
champion_jud_v0_ab_replication_9M_512_r12_summary_json,champion/evidence/jud_v0/ab_replication_9M_512_r12_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,a44da281ae449536d9575474d02691bda56f76187c5611b6653250d2c9290520
champion_jud_v0_ab_replication_9M_512_r8_summary_json,champion/evidence/jud_v0/ab_replication_9M_512_r8_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,3d2c927f3bd348dec3aa8ddc4becbe1dae2cfffae045c380180ea014b647fce0
champion_jud_v0_ab_round0_summary_json,champion/evidence/jud_v0/ab_round0_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,cd1e14d527ae7f513c5adcfd7a748b8dd54a6aabf11f1bed062ff71f37bf3fc2
champion_jud_v0_loop_metrics_json,champion/evidence/jud_v0/loop_metrics.json,training_round_metrics,13,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,,a16050695c6807408fa176d8dbffa0f3bf47ae6f1cb146fdb1f82bc0f54ab26e
champion_jud_v0_loop_r10_ab_summary_json,champion/evidence/jud_v0/loop_r10_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,5a5978196604721e25aaa0910e4d427849a8b6ce396123cb014823992ad685c1
champion_jud_v0_loop_r10_metrics_json,champion/evidence/jud_v0/loop_r10_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,01c4db97fcba958c91f69077cb878d9d86daba689bd36ddeb6a293df5b3ec86e
champion_jud_v0_loop_r11_ab_summary_json,champion/evidence/jud_v0/loop_r11_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,879822755e70f707deff308bc1541ccf1ea208f24b535264232f69b712b41fc5
champion_jud_v0_loop_r11_metrics_json,champion/evidence/jud_v0/loop_r11_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,fe856e6661c3fd36bef3f221fe653b9a764e48c05a9431b1c5db76427ea9ebc2
champion_jud_v0_loop_r12_ab_summary_json,champion/evidence/jud_v0/loop_r12_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,9ecf103b0a6c577be82f58867977c5025faa6bbf0fd9018075d99c08def1c987
champion_jud_v0_loop_r12_metrics_json,champion/evidence/jud_v0/loop_r12_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,ed697a187422a0cb99af0b943cb0c01d771c213d1cc245b74555e5ea88f9c326
champion_jud_v0_loop_r1_ab_summary_json,champion/evidence/jud_v0/loop_r1_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,e0006bae1e1ea1aa76be6b629780c23c91638904a3027d7006cb1b9a25395095
champion_jud_v0_loop_r1_metrics_json,champion/evidence/jud_v0/loop_r1_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,11b98b2fe4e2a1689bb063a672c98403401504b02d451690f789fdf4acb591c4
champion_jud_v0_loop_r2_ab_summary_json,champion/evidence/jud_v0/loop_r2_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,ba7459a0f24c5ebf0b06026bbeeb6b06e70fc5b441a09ae8307ec400bf6fa359
champion_jud_v0_loop_r2_metrics_json,champion/evidence/jud_v0/loop_r2_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,fee4b05b3d54c5998c7cc06e98e05f3eb8d275ebe870ebabab5a559fd5d6dd08
champion_jud_v0_loop_r3_ab_summary_json,champion/evidence/jud_v0/loop_r3_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,bd8f73e8df661df0d843de6e5622190a7326ad6bd7465ee0d752c32d28317321
champion_jud_v0_loop_r3_metrics_json,champion/evidence/jud_v0/loop_r3_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,fcd87602981f309eced8eee9978e2c41ee6f399df0680ad97724e075e212b393
champion_jud_v0_loop_r4_ab_summary_json,champion/evidence/jud_v0/loop_r4_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,dd65107a255de022cced7b31e1766c5d2a331478a860cd3619e436106a6210d3
champion_jud_v0_loop_r4_metrics_json,champion/evidence/jud_v0/loop_r4_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,911640d5e43acd074249d87aab40175eff0fe3eb228b8f616d7106bd7dfe8954
champion_jud_v0_loop_r5_ab_summary_json,champion/evidence/jud_v0/loop_r5_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,bb747a1415d2874409d3cf2f77312d8999759e5e24e89f0165439fa5e9fc41d4
champion_jud_v0_loop_r5_metrics_json,champion/evidence/jud_v0/loop_r5_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,bdbfbadd5e80ce999e0c9b37eef4bc5d2652265b92f2b89ff81c2a6d02201442
champion_jud_v0_loop_r6_ab_summary_json,champion/evidence/jud_v0/loop_r6_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,f6a15df374dc5811c489115e14499ae7be610602f3345a90a6af7798d9a6c57f
champion_jud_v0_loop_r6_metrics_json,champion/evidence/jud_v0/loop_r6_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,845c6b2ddb3d07fa21a7430d44e036a0d4918591ee22de5a798cf9d6b224fbd9
champion_jud_v0_loop_r7_ab_summary_json,champion/evidence/jud_v0/loop_r7_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,1fc6fb7b71c507124fd17e9c9838f135b3592c7427f8fd7f600f001682afcb54
champion_jud_v0_loop_r7_metrics_json,champion/evidence/jud_v0/loop_r7_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,2c89915bdc312d875f8910a00e11f3eaee77879c98f41990ff9ad1d432f05bde
champion_jud_v0_loop_r8_ab_summary_json,champion/evidence/jud_v0/loop_r8_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,97d669a279d78f413ffcfcdf231ed4189a59aed40824c27a3cf0ef1a9edc9bca
champion_jud_v0_loop_r8_metrics_json,champion/evidence/jud_v0/loop_r8_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,2344f90dd7cb00d4b25af8937f157169ee7b6cf49848d584e58c12933e46d551
champion_jud_v0_loop_r9_ab_summary_json,champion/evidence/jud_v0/loop_r9_ab_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,eba730c92c7566cb14e57c7c01f3882c20c894f47eaa912ed56173a5c2db1e71
champion_jud_v0_loop_r9_metrics_json,champion/evidence/jud_v0/loop_r9_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|head|notrump|round|use_pass,b4179ca9b537c1e65320c4c40a07287afb6450f9d4abcac2feed4f95475500d8
champion_jud_v0_manifest_json,champion/evidence/jud_v0/manifest.json,artifact_manifest,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,corpus_provenance|artifact_scope,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,chunks|regimes|totals|what,bd2fcf82feba32b333278d3f13fa3d71a9b6e2dbff76a8b712f6b4d2357a4f94
champion_jud_v0_origrecipe_r1_metrics_json,champion/evidence/jud_v0/origrecipe_r1_metrics.json,training_round_metrics,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,training_calibration|held_out_metrics|selfplay_convergence,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,ab|eval|round|self_play,d179a8fc3ccfd2bfca1959ae899a51cdae19efb4e1b140976e1e8e914c4a7923
champion_jud_v0_step2b_report_md,champion/evidence/jud_v0/step2b_report.md,evidence_narrative,201,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,registered_predictions|mechanism_interpretation|negative_results,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,427d6d6e21ad7605944df1c9a31901b7843b03955cbafde7d4d6ef5f8148ebd7
champion_jud_v0_step3_report_md,champion/evidence/jud_v0/step3_report.md,evidence_narrative,106,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,registered_predictions|mechanism_interpretation|negative_results,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,3063080fb66691b6831c5ef247a8de5573c7ad5cd001187fae7ead210c585696
champion_jud_v0_step4_report_md,champion/evidence/jud_v0/step4_report.md,evidence_narrative,195,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,registered_predictions|mechanism_interpretation|negative_results,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:text-line-count,,0aa526265cb28d286b9a1b610338b280791729c37bb349c713e4668ff6ed0bdc
champion_jud_v1_ab_bidonly_r4_512_summary_json,champion/evidence/jud_v1/ab_bidonly_r4_512_summary.json,experiment,1,experiment_path,unjoinable:arena-or-champion-experiment-namespace,champion evidence is aggregate A/B evidence without W42 decision fingerprints,policy_labels|marks|confidence_interval|bidding|match_score,"retained Champion/Jud experiment, metric, manifest, or narrative evidence",experiment-level evidence cannot identify an action-row failure,available:json-parse,a_game_win_rate|a_win_rate_half1|a_win_rate_half2|a_wins|auction|cfg|ci_excludes_zero|contracts|elapsed_s|label_a|label_b|mark_margin_ci_hi_95|mark_margin_ci_lo_95|mean_hand_point_margin|mean_hands_per_game|mean_mark_margin|n_games|n_hands,0bedc4ca12f98f0c4bda2dc6e7e10135e1795cbc6987fc98b185838cdc8885d4
